# geo_3.0_sim_75 geo_3.0_sim_76 geo_3.0_sim_77 geo_3.0_sim_78 geo_3.0_sim_79 geo_3.0_sim_80 geo_3.0_sim_81 geo_3.0_sim_82 geo_3.0_sim_83 geo_3.0_sim_84 geo_3.0_sim_85 geo_3.0_sim_86 geo_3.0_sim_87 geo_3.0_sim_88 geo_3.0_sim_89 geo_3.0_sim_90 geo_3.0_sim_91 geo_3.0_sim_92 geo_3.0_sim_93 geo_3.0_sim_94 geo_3.0_sim_95 geo_3.0_sim_96 geo_3.0_sim_97 geo_3.0_sim_98 geo_3.0_sim_99
-2.120664307000000008e+03 -2.078964860999999928e+03 -2.113076328000000103e+03 -2.050149718000000121e+03 -2.033163851000000022e+03 -2.082182142999999996e+03 -2.055500113000000056e+03 -2.048604914999999892e+03 -2.055634732999999869e+03 -2.076256417999999940e+03 -2.132486300000000028e+03 -2.077146310999999969e+03 -2.050051008999999794e+03 -2.052630670999999893e+03 -2.116918508000000202e+03 -2.175951173999999810e+03 -2.092118477999999868e+03 -2.053533225000000130e+03 -2.055429222000000209e+03 -1.977666291000000001e+03 -2.048103430000000117e+03 -2.088536114999999882e+03 -2.215825217000000066e+03 -2.115375394000000142e+03 -1.990104415000000017e+03
8.588779999999999859e+00 8.975279999999999703e+00 7.164229999999999876e+00 8.661699999999999733e+00 8.265589999999999549e+00 7.098989999999999689e+00 7.232190000000000119e+00 5.911769999999999747e+00 1.011927999999999983e+01 8.872109999999999275e+00 7.429280000000000328e+00 7.671660000000000146e+00 9.070470000000000255e+00 9.292770000000000863e+00 1.009135999999999989e+01 7.023279999999999745e+00 8.224849999999999994e+00 9.418929999999999580e+00 8.018050000000000566e+00 1.005935000000000024e+01 7.217450000000000365e+00 8.861200000000000188e+00 7.055769999999999875e+00 7.841260000000000119e+00 9.203789999999999694e+00
1.092780000000000085e+00 1.174379999999999979e+00 8.645800000000000152e-01 1.160719999999999974e+00 1.010110000000000063e+00 1.171769999999999978e+00 8.807300000000000129e-01 6.766799999999999482e-01 1.184479999999999977e+00 9.609299999999999509e-01 8.859399999999999498e-01 1.076319999999999943e+00 8.163399999999999546e-01 9.866700000000000470e-01 1.270129999999999981e+00 1.000110000000000054e+00 8.622499999999999609e-01 1.081630000000000091e+00 1.005849999999999911e+00 1.114479999999999915e+00 9.044100000000000472e-01 9.163700000000000179e-01 1.034569999999999990e+00 8.786199999999999566e-01 1.119210000000000038e+00
6.926999999999999998e-03 8.064999999999999253e-03 1.599400000000000127e-02 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 1.618000000000000081e-03 2.273599999999999927e-02 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 8.144000000000000197e-03 1.606700000000000142e-02 3.999999999999999819e-06 3.999999999999999819e-06 1.979200000000000056e-02 1.299100000000000081e-02 3.999999999999999819e-06 4.102999999999999876e-03 3.999999999999999819e-06 1.338400000000000006e-02 1.161300000000000006e-02 3.999999999999999819e-06 1.018600000000000061e-02 3.999999999999999819e-06
2.524859999999999882e-01 2.383139999999999981e-01 2.585999999999999965e-01 2.616769999999999929e-01 2.338030000000000108e-01 2.594130000000000047e-01 3.117300000000000071e-01 2.696979999999999933e-01 2.532209999999999739e-01 2.100839999999999930e-01 2.049279999999999990e-01 1.889780000000000071e-01 1.320540000000000047e-01 1.761220000000000008e-01 2.403369999999999951e-01 2.366429999999999922e-01 2.079689999999999872e-01 2.489959999999999951e-01 2.073939999999999950e-01 1.829469999999999985e-01 1.226509999999999961e-01 2.218630000000000047e-01 2.524190000000000045e-01 2.355019999999999891e-01 2.412829999999999975e-01
1.417999999999999990e-02 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.370000000000000057e-04 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 4.954000000000000070e-03 9.324999999999999956e-03 3.999999999999999819e-06 1.040499999999999932e-02 1.412000000000000061e-03 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 1.659999999999999963e-04 8.887000000000000802e-03 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 6.439000000000000279e-03 3.999999999999999819e-06
2.215550000000000019e-01 2.355690000000000006e-01 2.213829999999999965e-01 1.843359999999999999e-01 2.107449999999999879e-01 1.264629999999999921e-01 1.800080000000000013e-01 1.910779999999999978e-01 2.238070000000000059e-01 1.565229999999999955e-01 1.926009999999999944e-01 2.154999999999999971e-01 2.056709999999999927e-01 2.607880000000000198e-01 2.312970000000000026e-01 1.759960000000000135e-01 1.935499999999999998e-01 2.189210000000000045e-01 2.075929999999999997e-01 1.842850000000000044e-01 1.618779999999999941e-01 2.019529999999999936e-01 1.986920000000000075e-01 1.502269999999999994e-01 2.292899999999999938e-01
1.395780000000000076e-01 1.934349999999999958e-01 1.980240000000000056e-01 1.762640000000000040e-01 1.888219999999999898e-01 1.771069999999999867e-01 1.856569999999999887e-01 1.305719999999999936e-01 2.082179999999999864e-01 1.655449999999999977e-01 1.749880000000000047e-01 1.642329999999999901e-01 1.770440000000000069e-01 1.611070000000000002e-01 2.087620000000000031e-01 3.097770000000000246e-01 1.370889999999999886e-01 2.021419999999999884e-01 1.234999999999999987e-01 1.707589999999999941e-01 2.187230000000000008e-01 2.059100000000000097e-01 2.490910000000000069e-01 2.477499999999999980e-01 1.749219999999999942e-01
6.585000000000000575e-02 3.831999999999999990e-02 5.661999999999999672e-02 3.346299999999999969e-02 5.410899999999999738e-02 7.440399999999999792e-02 4.991700000000000303e-02 5.767599999999999810e-02 4.573699999999999988e-02 3.550999999999999990e-02 3.048599999999999921e-02 4.895599999999999952e-02 3.543700000000000322e-02 3.196100000000000330e-02 3.767700000000000216e-02 4.091399999999999898e-02 6.577399999999999913e-02 5.012300000000000089e-02 4.522700000000000331e-02 3.486600000000000116e-02 4.265700000000000047e-02 4.768399999999999722e-02 5.856000000000000094e-02 3.339400000000000007e-02 2.714799999999999852e-02
3.999999999999999819e-06 1.897599999999999981e-02 3.338100000000000095e-02 4.304499999999999993e-02 3.999999999999999819e-06 3.765999999999999903e-02 2.368500000000000119e-02 1.769599999999999992e-02 3.999999999999999819e-06 3.180399999999999894e-02 1.112199999999999994e-02 5.549099999999999866e-02 3.180299999999999794e-02 3.412500000000000255e-02 5.132599999999999663e-02 1.866900000000000157e-02 2.654600000000000015e-02 1.866800000000000057e-02 3.086799999999999961e-02 3.195300000000000223e-02 3.039199999999999888e-02 4.474700000000000205e-02 5.383999999999999897e-02 4.255099999999999855e-02 1.102000000000000028e-02
