# geo_3.0_sim_25 geo_3.0_sim_26 geo_3.0_sim_27 geo_3.0_sim_28 geo_3.0_sim_29 geo_3.0_sim_30 geo_3.0_sim_31 geo_3.0_sim_32 geo_3.0_sim_33 geo_3.0_sim_34 geo_3.0_sim_35 geo_3.0_sim_36 geo_3.0_sim_37 geo_3.0_sim_38 geo_3.0_sim_39 geo_3.0_sim_40 geo_3.0_sim_41 geo_3.0_sim_42 geo_3.0_sim_43 geo_3.0_sim_44 geo_3.0_sim_45 geo_3.0_sim_46 geo_3.0_sim_47 geo_3.0_sim_48 geo_3.0_sim_49
-2.078102284000000054e+03 -1.957010931999999912e+03 -2.106981847999999900e+03 -2.100902492000000166e+03 -2.152877609000000120e+03 -2.063661531000000195e+03 -2.125857192999999825e+03 -2.017909028999999919e+03 -1.989929916999999932e+03 -2.045189082000000099e+03 -2.045219068000000107e+03 -1.979361106999999947e+03 -2.051082253999999921e+03 -2.188694351000000097e+03 -2.145999835999999959e+03 -2.267266437000000224e+03 -1.985820304000000078e+03 -2.182862575000000106e+03 -1.982278129999999919e+03 -2.123248978000000079e+03 -2.240594419000000016e+03 -2.151009833999999955e+03 -2.084853086999999960e+03 -2.029330899000000045e+03 -2.023712950999999975e+03
7.195059999999999789e+00 9.591590000000000060e+00 5.626979999999999649e+00 7.867200000000000415e+00 8.922499999999999432e+00 6.690070000000000405e+00 8.733999999999999986e+00 1.009112999999999971e+01 7.904910000000000103e+00 8.406129999999999214e+00 1.028898000000000046e+01 1.278740999999999950e+01 7.773430000000000284e+00 9.173629999999999285e+00 8.806319999999999482e+00 7.823030000000000150e+00 9.718439999999999301e+00 7.666009999999999991e+00 9.971690000000000609e+00 8.835210000000000008e+00 7.394319999999999560e+00 1.021277000000000079e+01 8.724330000000000140e+00 1.247805999999999926e+01 9.590630000000000877e+00
1.251919999999999922e+00 1.154840000000000089e+00 9.554899999999999505e-01 1.122600000000000042e+00 1.181529999999999969e+00 8.629099999999999548e-01 1.018270000000000008e+00 1.155310000000000059e+00 1.006089999999999929e+00 1.147459999999999924e+00 1.066529999999999978e+00 1.154449999999999976e+00 8.208400000000000141e-01 9.128199999999999648e-01 1.019360000000000044e+00 8.763699999999999823e-01 1.066689999999999916e+00 1.030350000000000099e+00 1.102800000000000002e+00 1.235020000000000007e+00 1.014280000000000070e+00 9.058500000000000441e-01 1.001039999999999930e+00 1.147359999999999935e+00 1.023539999999999894e+00
3.149600000000000316e-02 1.044999999999999922e-03 1.638600000000000126e-02 1.473099999999999930e-02 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 2.139999999999999975e-03 8.210000000000000284e-03 5.067999999999999589e-03 3.999999999999999819e-06 1.255099999999999966e-02 3.999999999999999819e-06 3.999999999999999819e-06 1.799299999999999858e-02 3.999999999999999819e-06 2.286999999999999970e-03 3.999999999999999819e-06 3.999999999999999819e-06 8.517000000000000265e-03 3.999999999999999819e-06 1.545099999999999946e-02 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06
2.242800000000000071e-01 1.552989999999999926e-01 1.987750000000000072e-01 2.132229999999999959e-01 3.034850000000000048e-01 2.118029999999999913e-01 2.467219999999999969e-01 3.213420000000000165e-01 1.739030000000000020e-01 2.002319999999999933e-01 2.214559999999999862e-01 1.968620000000000092e-01 2.599739999999999829e-01 2.992850000000000232e-01 1.825849999999999973e-01 2.962589999999999946e-01 2.582980000000000276e-01 2.300230000000000052e-01 1.756850000000000078e-01 2.211009999999999920e-01 2.611339999999999772e-01 3.274179999999999868e-01 2.089840000000000031e-01 2.954100000000000059e-01 1.601150000000000073e-01
1.665799999999999920e-02 2.550000000000000183e-04 5.067999999999999589e-03 5.676999999999999755e-03 3.900999999999999954e-03 1.520400000000000050e-02 3.999999999999999819e-06 5.091000000000000039e-03 1.163699999999999977e-02 3.999999999999999819e-06 5.989999999999999665e-03 3.999999999999999819e-06 5.494999999999999885e-03 5.401999999999999684e-03 3.999999999999999819e-06 3.999999999999999819e-06 7.681999999999999593e-03 1.506500000000000027e-02 5.708999999999999665e-03 3.999999999999999819e-06 4.499999999999999660e-03 5.395999999999999755e-03 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06
1.904820000000000124e-01 1.940949999999999898e-01 1.669799999999999895e-01 2.199349999999999916e-01 2.004370000000000041e-01 1.197000000000000008e-01 2.033470000000000000e-01 2.124820000000000042e-01 2.052710000000000090e-01 2.317299999999999915e-01 1.721630000000000105e-01 1.551770000000000094e-01 1.948479999999999934e-01 2.457260000000000000e-01 2.113210000000000088e-01 2.344890000000000030e-01 1.529760000000000009e-01 2.795989999999999864e-01 2.376919999999999866e-01 1.615090000000000137e-01 2.393609999999999904e-01 1.912149999999999961e-01 2.521610000000000240e-01 1.776760000000000006e-01 1.857570000000000054e-01
1.232869999999999938e-01 1.388699999999999934e-01 1.878680000000000072e-01 1.566529999999999867e-01 2.232760000000000022e-01 1.643989999999999896e-01 1.471200000000000008e-01 1.275350000000000095e-01 1.409729999999999872e-01 1.618580000000000019e-01 2.499760000000000038e-01 2.353790000000000049e-01 1.300949999999999884e-01 1.723359999999999892e-01 1.978479999999999961e-01 1.685240000000000071e-01 1.546039999999999914e-01 1.628570000000000018e-01 1.234309999999999991e-01 1.932260000000000089e-01 1.296170000000000100e-01 1.499189999999999967e-01 1.989630000000000010e-01 1.560370000000000090e-01 1.640969999999999929e-01
3.144600000000000173e-02 4.959500000000000020e-02 3.813300000000000023e-02 3.242300000000000043e-02 4.852200000000000263e-02 2.023799999999999905e-02 6.095099999999999824e-02 5.837200000000000027e-02 6.332799999999999541e-02 3.628800000000000081e-02 4.321300000000000141e-02 4.377899999999999847e-02 3.916000000000000036e-02 2.336900000000000088e-02 5.025600000000000206e-02 4.408999999999999725e-02 5.119200000000000139e-02 5.605199999999999766e-02 2.683400000000000021e-02 7.272800000000000098e-02 2.218300000000000133e-02 3.045700000000000143e-02 5.117800000000000127e-02 5.398000000000000020e-02 6.596499999999999586e-02
2.238899999999999918e-02 2.031000000000000166e-02 3.041999999999999999e-03 2.444299999999999945e-02 1.733900000000000025e-02 4.367100000000000148e-02 4.085600000000000342e-02 2.785000000000000149e-03 4.842599999999999683e-02 4.920000000000000068e-02 1.644199999999999828e-02 2.035000000000000003e-02 2.528499999999999845e-02 1.165700000000000069e-02 3.648099999999999954e-02 2.134199999999999986e-02 1.248800000000000084e-02 3.999999999999999819e-06 2.117700000000000138e-02 3.763400000000000079e-02 3.736099999999999838e-02 5.354300000000000032e-02 1.199500000000000045e-02 2.592099999999999960e-02 3.015800000000000078e-02
3.025600000000000164e-02 5.090399999999999786e-02 4.097499999999999754e-02 2.641399999999999998e-02 3.555099999999999927e-02 5.186999999999999944e-02 4.225899999999999795e-02 3.751000000000000167e-02 4.359299999999999981e-02 2.450199999999999947e-02 3.722700000000000314e-02 1.271899999999999940e-02 6.424000000000000023e-03 5.503700000000000259e-02 2.266599999999999865e-02 4.513899999999999857e-02 4.900100000000000289e-02 5.912300000000000194e-02 5.252600000000000324e-02 4.013100000000000001e-02 6.498299999999999910e-02 5.163500000000000034e-02 4.182700000000000307e-02 4.030899999999999761e-02 4.467800000000000243e-02
