# geo_3.0_sim_75 geo_3.0_sim_76 geo_3.0_sim_77 geo_3.0_sim_78 geo_3.0_sim_79 geo_3.0_sim_80 geo_3.0_sim_81 geo_3.0_sim_82 geo_3.0_sim_83 geo_3.0_sim_84 geo_3.0_sim_85 geo_3.0_sim_86 geo_3.0_sim_87 geo_3.0_sim_88 geo_3.0_sim_89 geo_3.0_sim_90 geo_3.0_sim_91 geo_3.0_sim_92 geo_3.0_sim_93 geo_3.0_sim_94 geo_3.0_sim_95 geo_3.0_sim_96 geo_3.0_sim_97 geo_3.0_sim_98 geo_3.0_sim_99
-1.912009301000000050e+03 -1.962596185000000105e+03 -1.986689331000000038e+03 -1.992845638000000008e+03 -1.910293012000000090e+03 -2.198527676000000156e+03 -1.931330797000000075e+03 -2.002760622999999896e+03 -2.025918991999999889e+03 -2.025094624000000067e+03 -2.042332040999999890e+03 -2.041006022999999914e+03 -1.982977110000000039e+03 -2.008062828000000081e+03 -1.923725345000000061e+03 -1.940454698000000008e+03 -2.046211356000000023e+03 -1.993275996999999961e+03 -1.941374571999999944e+03 -1.822915381999999909e+03 -2.077736632999999983e+03 -1.847642875999999887e+03 -1.955410147999999936e+03 -1.975589621000000079e+03 -2.117837414000000081e+03
1.181246999999999936e+01 8.881040000000000489e+00 9.536070000000000491e+00 1.126876999999999995e+01 9.342209999999999681e+00 8.176930000000000476e+00 7.736480000000000246e+00 1.040517999999999965e+01 9.485720000000000596e+00 6.842509999999999870e+00 6.904460000000000264e+00 5.254439999999999777e+00 8.712170000000000414e+00 1.028824999999999967e+01 8.282560000000000144e+00 9.996499999999999275e+00 7.660929999999999573e+00 7.556090000000000195e+00 8.906980000000000786e+00 1.155331999999999937e+01 7.031119999999999592e+00 1.507405999999999935e+01 6.034229999999999983e+00 1.204066000000000081e+01 5.342240000000000322e+00
1.653499999999999970e+00 1.042280000000000095e+00 9.364999999999999991e-01 1.334179999999999922e+00 1.053889999999999993e+00 9.887399999999999523e-01 1.043679999999999941e+00 7.661700000000000177e-01 9.218100000000000183e-01 9.330800000000000205e-01 1.071460000000000079e+00 1.537029999999999896e+00 9.463599999999999790e-01 1.700599999999999890e+00 1.035250000000000004e+00 9.365700000000000136e-01 9.012499999999999956e-01 1.021779999999999911e+00 1.144030000000000102e+00 1.047139999999999960e+00 1.320060000000000011e+00 1.075819999999999999e+00 1.098179999999999934e+00 1.474089999999999900e+00 1.195289999999999964e+00
3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06
2.367889999999999995e-01 3.469760000000000066e-01 2.706180000000000252e-01 4.305599999999999983e-01 2.969470000000000165e-01 4.465000000000000080e-01 4.052270000000000039e-01 4.126340000000000008e-01 3.769040000000000168e-01 3.209219999999999851e-01 4.262099999999999778e-01 3.313429999999999986e-01 2.477439999999999920e-01 4.123290000000000011e-01 4.130960000000000187e-01 3.842019999999999880e-01 2.394999999999999907e-01 2.091989999999999961e-01 2.483249999999999902e-01 3.931629999999999847e-01 4.364959999999999951e-01 2.706259999999999777e-01 1.817580000000000029e-01 4.356820000000000137e-01 3.582380000000000009e-01
3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06
1.825090000000000046e-01 3.999999999999999819e-06 1.925419999999999909e-01 7.069999999999999896e-03 1.686479999999999924e-01 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 1.533039999999999958e-01 3.999999999999999819e-06 8.963999999999999746e-03 2.560479999999999978e-01 3.999999999999999819e-06 1.531199999999999922e-02 7.191000000000000343e-03 2.244549999999999879e-01 2.595799999999999774e-01 1.540169999999999872e-01 3.999999999999999819e-06 3.999999999999999819e-06 1.772579999999999989e-01 1.921279999999999932e-01 8.925000000000000641e-03 3.999999999999999819e-06
1.515320000000000000e-01 3.372209999999999930e-01 1.789729999999999932e-01 3.967069999999999763e-01 1.671999999999999875e-01 3.875199999999999756e-01 3.035059999999999980e-01 3.108639999999999737e-01 3.229870000000000241e-01 1.427849999999999953e-01 3.591989999999999905e-01 3.602810000000000179e-01 2.019680000000000086e-01 3.108560000000000212e-01 3.441730000000000067e-01 3.873710000000000209e-01 1.176159999999999983e-01 1.447740000000000138e-01 1.316549999999999943e-01 2.920030000000000125e-01 4.074340000000000184e-01 1.259180000000000021e-01 1.695740000000000025e-01 2.873120000000000118e-01 3.900290000000000146e-01
5.067499999999999782e-02 9.133700000000000152e-02 2.781399999999999845e-02 3.019200000000000009e-02 4.060500000000000220e-02 4.287500000000000339e-02 4.187099999999999850e-02 3.277200000000000252e-02 4.386199999999999821e-02 3.869299999999999823e-02 6.203600000000000086e-02 9.978099999999999470e-02 2.465200000000000030e-02 2.841799999999999882e-02 4.506799999999999695e-02 2.983099999999999988e-02 1.606399999999999842e-02 2.777800000000000061e-02 2.483199999999999991e-02 4.580900000000000249e-02 7.542799999999999505e-02 3.633399999999999824e-02 5.297999999999999932e-02 3.891499999999999820e-02 4.360200000000000187e-02
3.156500000000000278e-02 9.886999999999999955e-03 3.889100000000000196e-02 7.466999999999999679e-03 3.835700000000000220e-02 1.466300000000000069e-02 1.550099999999999915e-02 3.756899999999999823e-02 3.796900000000000275e-02 1.890199999999999866e-02 2.039499999999999993e-02 2.405200000000000046e-02 5.129100000000000326e-02 1.168100000000000041e-02 1.393299999999999920e-02 2.400000000000000050e-02 3.854500000000000287e-02 2.623899999999999844e-02 1.480700000000000072e-02 4.612100000000000227e-02 3.871000000000000135e-02 1.510799999999999990e-02 5.579999999999999891e-03 3.586500000000000105e-02 3.438999999999999696e-02
