# geo_3.0_sim_25 geo_3.0_sim_26 geo_3.0_sim_27 geo_3.0_sim_28 geo_3.0_sim_29 geo_3.0_sim_30 geo_3.0_sim_31 geo_3.0_sim_32 geo_3.0_sim_33 geo_3.0_sim_34 geo_3.0_sim_35 geo_3.0_sim_36 geo_3.0_sim_37 geo_3.0_sim_38 geo_3.0_sim_39 geo_3.0_sim_40 geo_3.0_sim_41 geo_3.0_sim_42 geo_3.0_sim_43 geo_3.0_sim_44 geo_3.0_sim_45 geo_3.0_sim_46 geo_3.0_sim_47 geo_3.0_sim_48 geo_3.0_sim_49
-1.979273433000000068e+03 -1.939166222999999945e+03 -1.995394137000000001e+03 -1.987862579999999980e+03 -1.964303865000000087e+03 -2.167806793000000198e+03 -1.951259379000000081e+03 -2.043361272999999983e+03 -2.127285713000000214e+03 -1.975760882000000038e+03 -1.967700227000000041e+03 -2.121324817000000166e+03 -2.055231479000000036e+03 -1.932930720999999949e+03 -2.083135634000000209e+03 -1.886048500999999987e+03 -2.008020878999999923e+03 -1.835126637000000073e+03 -2.079164124999999785e+03 -1.907635011999999961e+03 -2.128325737000000117e+03 -2.127543481000000156e+03 -2.006750000000000000e+03 -2.029352691000000050e+03 -1.894456071999999949e+03
9.059210000000000207e+00 1.132521000000000022e+01 8.009610000000000340e+00 1.015381000000000000e+01 9.294620000000000104e+00 7.866900000000000226e+00 8.172729999999999606e+00 8.059599999999999653e+00 6.808390000000000164e+00 9.982900000000000773e+00 9.185290000000000177e+00 9.100170000000000314e+00 6.148119999999999585e+00 7.189020000000000188e+00 6.724590000000000067e+00 7.244640000000000413e+00 1.146320000000000050e+01 9.687390000000000612e+00 7.677959999999999674e+00 7.591560000000000308e+00 6.678149999999999586e+00 1.407540000000000013e+01 1.254321000000000019e+01 6.777709999999999901e+00 7.510270000000000223e+00
1.070850000000000080e+00 8.105200000000000182e-01 8.032000000000000250e-01 1.390549999999999953e+00 1.045160000000000089e+00 9.439499999999999558e-01 7.910700000000000509e-01 7.201100000000000279e-01 8.211699999999999555e-01 1.146530000000000049e+00 1.591460000000000097e+00 9.146499999999999631e-01 7.954700000000000104e-01 8.400999999999999579e-01 1.002979999999999983e+00 1.027109999999999967e+00 9.385599999999999499e-01 1.180549999999999988e+00 8.873299999999999521e-01 9.727400000000000491e-01 9.761900000000000022e-01 1.035069999999999935e+00 1.183840000000000003e+00 1.420490000000000030e+00 1.088929999999999954e+00
3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06
3.020399999999999752e-01 2.169929999999999914e-01 2.699110000000000120e-01 2.247909999999999908e-01 2.303830000000000044e-01 2.508730000000000127e-01 1.613400000000000112e-01 2.980340000000000211e-01 2.276610000000000023e-01 2.042219999999999869e-01 2.069590000000000041e-01 2.662740000000000107e-01 2.026610000000000078e-01 2.651379999999999848e-01 2.422610000000000041e-01 2.412920000000000065e-01 2.867489999999999761e-01 2.323530000000000040e-01 2.221950000000000036e-01 2.528799999999999937e-01 2.204800000000000093e-01 3.270449999999999746e-01 4.265490000000000115e-01 2.105970000000000064e-01 1.738679999999999948e-01
3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06
1.706620000000000081e-01 1.485249999999999904e-01 2.059130000000000127e-01 1.923400000000000110e-01 1.416979999999999906e-01 1.858160000000000089e-01 1.870979999999999865e-01 2.262629999999999919e-01 2.132920000000000094e-01 2.201289999999999913e-01 2.148150000000000059e-01 1.613749999999999907e-01 1.693429999999999935e-01 1.507130000000000136e-01 1.554580000000000128e-01 1.955860000000000098e-01 3.070660000000000056e-01 1.461919999999999886e-01 2.624400000000000066e-01 2.080170000000000075e-01 2.296169999999999878e-01 1.875090000000000090e-01 2.967270000000000185e-01 2.250520000000000020e-01 1.677019999999999900e-01
1.353090000000000126e-01 1.801870000000000138e-01 1.496669999999999945e-01 1.625310000000000088e-01 1.769809999999999994e-01 3.047270000000000256e-01 2.193160000000000109e-01 1.142439999999999983e-01 1.582399999999999918e-01 2.042899999999999994e-01 2.224389999999999978e-01 1.533150000000000068e-01 1.804929999999999868e-01 1.935060000000000113e-01 2.642519999999999869e-01 1.815299999999999969e-01 9.097199999999999731e-02 1.503829999999999889e-01 8.838500000000000523e-02 1.477439999999999864e-01 1.533239999999999881e-01 2.302319999999999922e-01 4.925800000000000317e-02 2.192969999999999919e-01 1.683230000000000004e-01
2.299100000000000102e-02 4.444399999999999740e-02 2.689100000000000171e-02 5.744200000000000000e-02 2.851300000000000015e-02 2.672499999999999876e-02 3.475400000000000017e-02 5.746500000000000219e-02 3.961400000000000338e-02 5.195000000000000312e-02 3.994600000000000234e-02 7.165399999999999547e-02 6.173300000000000315e-02 5.848199999999999926e-02 3.226799999999999807e-02 3.579899999999999749e-02 1.324299999999999956e-02 3.183899999999999925e-02 6.483500000000000374e-02 4.064600000000000157e-02 7.255699999999999650e-02 6.321899999999999742e-02 4.310900000000000148e-02 2.519000000000000059e-02 3.163400000000000239e-02
3.318800000000000222e-02 2.050799999999999845e-02 6.344500000000000139e-02 2.365700000000000094e-02 1.195300000000000008e-02 6.331499999999999628e-02 2.839099999999999957e-02 4.104599999999999915e-02 4.418899999999999911e-02 2.362200000000000064e-02 3.013199999999999906e-02 2.833499999999999908e-02 9.636000000000000468e-03 1.035400000000000036e-02 3.142799999999999760e-02 2.987000000000000072e-02 1.640099999999999891e-02 3.933500000000000191e-02 2.229199999999999932e-02 3.790799999999999725e-02 3.574200000000000293e-02 3.087099999999999914e-02 5.154999999999999860e-02 3.208799999999999847e-02 2.172200000000000172e-02
