# geo_3.0_sim_0 geo_3.0_sim_1 geo_3.0_sim_2 geo_3.0_sim_3 geo_3.0_sim_4 geo_3.0_sim_5 geo_3.0_sim_6 geo_3.0_sim_7 geo_3.0_sim_8 geo_3.0_sim_9 geo_3.0_sim_10 geo_3.0_sim_11 geo_3.0_sim_12 geo_3.0_sim_13 geo_3.0_sim_14 geo_3.0_sim_15 geo_3.0_sim_16 geo_3.0_sim_17 geo_3.0_sim_18 geo_3.0_sim_19 geo_3.0_sim_20 geo_3.0_sim_21 geo_3.0_sim_22 geo_3.0_sim_23 geo_3.0_sim_24
-1.994208877000000030e+03 -1.951489190000000008e+03 -2.005875766000000112e+03 -1.967714071000000104e+03 -2.133422582000000148e+03 -2.081576895000000150e+03 -1.941783609000000069e+03 -2.120582086999999774e+03 -2.094369697000000087e+03 -2.038281365000000051e+03 -2.102339970999999878e+03 -2.085487200000000030e+03 -2.036714829999999893e+03 -1.919464909000000034e+03 -2.081043008999999984e+03 -2.094447013999999854e+03 -2.013050780000000032e+03 -1.903913741999999957e+03 -1.925067455000000109e+03 -2.041381004999999959e+03 -2.089069781000000148e+03 -2.094588259999999991e+03 -1.855862534999999980e+03 -1.996318099999999959e+03 -2.017246270999999979e+03
1.129446000000000083e+01 8.150190000000000268e+00 4.485030000000000072e+00 8.394069999999999254e+00 8.353669999999999263e+00 8.089859999999999829e+00 7.197059999999999569e+00 8.175219999999999487e+00 6.785379999999999967e+00 8.567780000000000840e+00 1.060801999999999978e+01 1.040976999999999997e+01 1.183840999999999966e+01 7.442230000000000345e+00 1.212505999999999950e+01 7.288280000000000314e+00 8.463509999999999422e+00 1.105718000000000067e+01 8.706049999999999400e+00 1.490368999999999922e+01 1.113372000000000028e+01 1.019721999999999973e+01 6.956080000000000041e+00 7.063830000000000275e+00 9.319350000000000023e+00
1.331409999999999982e+00 8.464899999999999647e-01 9.067100000000000160e-01 8.484099999999999975e-01 9.118100000000000094e-01 9.295700000000000074e-01 1.268809999999999993e+00 1.022729999999999917e+00 9.163499999999999979e-01 1.140379999999999949e+00 9.462500000000000355e-01 1.312019999999999964e+00 8.865499999999999492e-01 1.250620000000000065e+00 9.089300000000000157e-01 1.050880000000000036e+00 8.546300000000000008e-01 8.371600000000000152e-01 9.806399999999999562e-01 9.771300000000000541e-01 1.073679999999999968e+00 1.079730000000000079e+00 7.634499999999999620e-01 1.244669999999999943e+00 9.615399999999999503e-01
3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06
3.975830000000000197e-01 4.770039999999999836e-01 1.866089999999999971e-01 2.270050000000000123e-01 4.429580000000000184e-01 2.932759999999999811e-01 3.650789999999999869e-01 2.839450000000000029e-01 3.924409999999999843e-01 4.395720000000000183e-01 3.163579999999999726e-01 4.221670000000000145e-01 4.927570000000000006e-01 4.352409999999999890e-01 3.197280000000000122e-01 2.937319999999999931e-01 4.156750000000000167e-01 3.783389999999999809e-01 2.547840000000000105e-01 2.264980000000000049e-01 5.158030000000000115e-01 3.385909999999999753e-01 3.375360000000000027e-01 2.124149999999999927e-01 3.484530000000000127e-01
3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06 3.999999999999999819e-06
2.315400000000000097e-02 3.999999999999999819e-06 1.583070000000000033e-01 1.743649999999999922e-01 3.999999999999999819e-06 2.165569999999999995e-01 9.204999999999999641e-03 2.263280000000000014e-01 3.999999999999999819e-06 3.999999999999999819e-06 1.900600000000000067e-01 3.999999999999999819e-06 3.831999999999999903e-03 3.999999999999999819e-06 1.961380000000000068e-01 1.815769999999999884e-01 3.999999999999999819e-06 1.143199999999999945e-02 1.642750000000000044e-01 2.428450000000000053e-01 3.999999999999999819e-06 2.858999999999999996e-03 3.999999999999999819e-06 2.198090000000000044e-01 9.221000000000000030e-03
3.085700000000000109e-01 3.942289999999999961e-01 2.083699999999999997e-01 1.639100000000000001e-01 4.707569999999999810e-01 1.304829999999999879e-01 3.218509999999999982e-01 1.850519999999999943e-01 3.481790000000000163e-01 3.605320000000000191e-01 1.667079999999999951e-01 3.462319999999999842e-01 4.368830000000000213e-01 3.307640000000000025e-01 1.626160000000000105e-01 1.909679999999999989e-01 4.067990000000000217e-01 3.925460000000000060e-01 2.039910000000000057e-01 2.265919999999999879e-01 4.640859999999999985e-01 3.913099999999999912e-01 3.093069999999999986e-01 1.554750000000000021e-01 3.391989999999999728e-01
4.367100000000000148e-02 3.066999999999999935e-02 5.211299999999999960e-02 1.874400000000000024e-02 3.725900000000000045e-02 6.210100000000000342e-02 2.435100000000000112e-02 3.999999999999999819e-06 7.968100000000000183e-02 7.519099999999999395e-02 2.429299999999999862e-02 6.235899999999999777e-02 5.144800000000000068e-02 6.411600000000000632e-02 5.729800000000000171e-02 6.335300000000000653e-02 6.777800000000000491e-02 3.205800000000000316e-02 3.085600000000000148e-02 8.300000000000000086e-04 5.016700000000000326e-02 3.851700000000000262e-02 3.149500000000000216e-02 5.861999999999999850e-02 4.372199999999999698e-02
2.600500000000000034e-02 3.999999999999999819e-06 3.999999999999999819e-06 1.872800000000000159e-02 1.834600000000000120e-02 1.844900000000000012e-02 2.208799999999999999e-02 2.214400000000000049e-02 3.566999999999999858e-03 4.854999999999999941e-03 5.024900000000000200e-02 1.816800000000000012e-02 2.336399999999999935e-02 3.999999999999999819e-06 3.152800000000000047e-02 3.804500000000000243e-02 2.452000000000000013e-02 2.388900000000000051e-02 2.507099999999999954e-02 6.968199999999999394e-02 2.396300000000000166e-02 4.619000000000000189e-02 1.823599999999999874e-02 3.752099999999999880e-02 1.236100000000000046e-02
1.273999999999999959e-02 4.993000000000000216e-02 3.780200000000000227e-02 3.252499999999999836e-02 3.105300000000000074e-02 7.633700000000000208e-02 3.208799999999999847e-02 6.010299999999999671e-02 2.291699999999999987e-02 4.086200000000000249e-02 3.853499999999999981e-02 3.126899999999999819e-02 3.409299999999999831e-02 7.420999999999999819e-02 3.623099999999999932e-02 1.302099999999999959e-02 1.799600000000000158e-02 3.461299999999999794e-02 3.964800000000000268e-02 1.682300000000000115e-02 3.086699999999999861e-02 2.933699999999999850e-02 2.532099999999999976e-02 4.896899999999999864e-02 3.401200000000000057e-02
